CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,DateTime,CO(GT)_class_t+0,CO(GT)_t+1h,CO(GT)_class_t+1,CO(GT)_t+6h,CO(GT)_class_t+6,CO(GT)_t+12h,CO(GT)_class_t+12,CO(GT)_t+24h,CO(GT)_class_t+24,CO(GT)_t-1h,CO(GT)_t-2h,CO(GT)_t-3h,CO(GT)_roll_mean_3h,CO(GT)_roll_std_3h,CO(GT)_roll_mean_6h,CO(GT)_roll_std_6h,CO(GT)_roll_mean_12h,CO(GT)_roll_std_12h,weekday,month,hour,weekday_sin,weekday_cos,hour_sin,hour_cos
2.2,1218.0,10.9,1009.0,273.0,553.0,119.0,1486.0,1108.0,19.7,51.8,1.1779,2005-03-26 19:00:00,mid,2.0,mid,1.3,low,1.1,low,1.8,mid,2.3,2.2,1.6,2.2333333333333347,0.05773502691873878,1.8166666666666653,0.47081489639418905,1.8916666666666664,0.36545944516545165,5,3,19,-0.9749279121818236,-0.2225209339563146,-0.9659258262890684,0.2588190451025203
2.0,1183.0,8.4,914.0,263.0,604.0,119.0,1387.0,1078.0,18.7,54.5,1.1644,2005-03-26 20:00:00,mid,2.3,mid,1.0,low,1.1,low,2.1,mid,2.2,2.3,2.2,2.166666666666668,0.15275252316511087,1.9333333333333318,0.39832984656772963,1.9166666666666667,0.361394605114816,5,3,20,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001
2.3,1242.0,10.0,978.0,295.0,564.0,127.0,1449.0,1210.0,17.8,58.1,1.1742,2005-03-26 21:00:00,mid,2.2,mid,1.0,low,1.1,low,1.9,mid,2.0,2.2,2.3,2.166666666666668,0.15275252316511087,2.0999999999999983,0.2683281572999831,1.933333333333333,0.37497474662448066,5,3,21,-0.9749279121818236,-0.2225209339563146,-0.7071067811865477,0.7071067811865474
2.2,1263.0,10.3,990.0,303.0,553.0,126.0,1465.0,1270.0,17.3,60.8,1.1885,2005-03-26 22:00:00,mid,1.6,mid,1.0,low,1.4,low,1.7,mid,2.3,2.0,2.2,2.166666666666668,0.15275252316511087,2.199999999999999,0.10954451150105399,1.9249999999999996,0.36711405213197756,5,3,22,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384
1.6,1139.0,7.2,865.0,209.0,625.0,111.0,1362.0,1119.0,16.5,63.8,1.1873,2005-03-26 23:00:00,mid,1.6,mid,0.8,low,1.3,low,1.9,mid,2.2,2.3,2.0,2.0333333333333345,0.378593889719985,2.0999999999999983,0.2683281572999831,1.883333333333333,0.373760578040279,5,3,23,-0.9749279121818236,-0.2225209339563146,-0.25881904510252157,0.9659258262890681
1.6,1166.0,6.4,829.0,200.0,632.0,102.0,1338.0,1133.0,16.3,65.2,1.1982,2005-03-27 00:00:00,mid,1.3,low,0.7,low,1.5,mid,1.6,mid,1.6,2.2,2.3,1.8000000000000014,0.3464101615137405,1.9833333333333318,0.31251666622225294,1.8583333333333332,0.38247598458976884,6,3,0,-0.7818314824680299,0.6234898018587334,0.0,1.0
1.3,1079.0,4.3,727.0,174.0,724.0,93.0,1275.0,1010.0,16.5,63.8,1.1896,2005-03-27 01:00:00,low,1.0,low,1.1,low,1.3,low,1.2,low,1.6,1.6,2.2,1.500000000000001,0.17320508075682087,1.833333333333332,0.3932768321000754,1.825,0.4136863106707769,6,3,1,-0.7818314824680299,0.6234898018587334,0.25881904510252074,0.9659258262890683
1.0,1008.0,3.3,669.0,115.0,791.0,78.0,1241.0,894.0,16.6,63.0,1.1784,2005-03-27 02:00:00,low,1.0,low,1.1,low,0.8,low,1.0,low,1.3,1.6,1.6,1.3000000000000014,0.2999999999999627,1.6666666666666652,0.5046450898073523,1.7999999999999998,0.4552721463836358,6,3,2,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387
1.0,1034.0,3.9,707.0,122.0,740.0,74.0,1267.0,930.0,16.2,64.3,1.1729,2005-03-27 03:00:00,low,1.0,low,1.1,low,0.9,low,1.0,low,1.0,1.3,1.6,1.1000000000000012,0.17320508075682547,1.4499999999999986,0.4549725266430974,1.7749999999999997,0.49198115263238534,6,3,3,-0.7818314824680299,0.6234898018587334,0.7071067811865475,0.7071067811865476
1.0,1001.0,3.4,675.0,105.0,778.0,68.0,1260.0,861.0,15.9,65.1,1.1654,2005-03-27 04:00:00,low,0.8,low,1.4,low,1.4,low,0.8,low,1.0,1.0,1.3,1.0,0.0,1.2499999999999984,0.29495762407505893,1.7249999999999999,0.5395705362938199,6,3,4,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001
0.8,977.0,2.3,605.0,102.0,852.0,68.0,1212.0,841.0,15.8,65.4,1.1629,2005-03-27 05:00:00,low,0.7,low,1.3,low,1.8,mid,0.6,low,1.0,1.0,1.0,0.9333333333333346,0.11547005383783485,1.1166666666666654,0.2857738033247105,1.6083333333333332,0.5775470596069597,6,3,5,-0.7818314824680299,0.6234898018587334,0.9659258262890683,0.25881904510252074
0.7,986.0,2.3,602.0,96.0,878.0,61.0,1211.0,851.0,15.8,65.9,1.1792,2005-03-27 06:00:00,low,1.1,low,1.5,mid,1.6,mid,0.6,low,0.8,1.0,1.0,0.8333333333333345,0.1527525231651278,0.9666666666666651,0.2065591117977373,1.4749999999999999,0.5879471219266744,6,3,6,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17
1.1,1082.0,4.2,720.0,144.0,697.0,76.0,1297.0,960.0,15.6,67.7,1.1911,2005-03-27 07:00:00,low,1.1,low,1.3,low,1.8,mid,1.0,low,0.7,0.8,1.0,0.8666666666666679,0.20816659994656397,0.9333333333333319,0.15055453054182766,1.383333333333333,0.5491039532868023,6,3,7,-0.7818314824680299,0.6234898018587334,0.9659258262890683,-0.25881904510252063
1.1,1068.0,3.6,688.0,152.0,725.0,78.0,1289.0,926.0,15.2,71.5,1.2228,2005-03-27 08:00:00,low,1.1,low,0.8,low,2.1,mid,1.0,low,1.1,0.7,0.8,0.966666666666668,0.23094010767580503,0.9499999999999985,0.16431676725156039,1.3083333333333331,0.5177895910561598,6,3,8,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.49999999999999983
1.1,1136.0,4.4,733.0,156.0,692.0,79.0,1344.0,901.0,14.5,80.8,1.3224,2005-03-27 09:00:00,low,1.4,low,0.9,low,1.9,mid,1.3,low,1.1,1.1,0.7,1.1,0.0,0.9666666666666653,0.17511900715419257,1.2083333333333333,0.41441817556964217,6,3,9,-0.7818314824680299,0.6234898018587334,0.7071067811865476,-0.7071067811865475
1.4,1184.0,4.6,743.0,208.0,672.0,90.0,1369.0,915.0,15.2,81.4,1.393,2005-03-27 10:00:00,low,1.3,low,1.4,low,1.7,mid,1.5,mid,1.1,1.1,1.1,1.2000000000000013,0.1732050807568245,1.0333333333333319,0.2503331114069215,1.1416666666666664,0.28431203515395015,6,3,10,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387
1.3,1179.0,4.5,738.0,174.0,680.0,89.0,1335.0,956.0,15.9,77.3,1.3838,2005-03-27 11:00:00,low,1.5,mid,1.8,mid,1.9,mid,1.6,mid,1.4,1.1,1.1,1.2666666666666677,0.1527525231651222,1.1166666666666654,0.24013884872437904,1.1166666666666665,0.2516611478424539,6,3,11,-0.7818314824680299,0.6234898018587334,0.258819045102521,-0.9659258262890682
1.5,1182.0,5.0,761.0,206.0,677.0,97.0,1338.0,1019.0,17.5,67.1,1.3342,2005-03-27 12:00:00,mid,1.3,low,1.6,mid,1.6,mid,1.4,low,1.3,1.4,1.1,1.4000000000000012,0.0999999999998869,1.2499999999999984,0.1760681686166003,1.1083333333333332,0.23532698077108827,6,3,12,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0
1.3,1082.0,3.8,700.0,160.0,759.0,91.0,1286.0,842.0,18.1,62.8,1.2916,2005-03-27 13:00:00,low,0.8,low,1.8,mid,1.2,low,1.4,low,1.5,1.3,1.4,1.3666666666666678,0.11547005383782775,1.2833333333333319,0.16020819787598348,1.1083333333333332,0.23532698077108827,6,3,13,-0.7818314824680299,0.6234898018587334,-0.2588190451025208,-0.9659258262890683
0.8,996.0,2.5,620.0,91.0,820.0,62.0,1238.0,612.0,18.6,62.1,1.3224,2005-03-27 14:00:00,low,0.9,low,2.1,mid,1.0,low,1.2,low,1.3,1.5,1.3,1.2000000000000013,0.3605551275463687,1.2333333333333318,0.25033311140692166,1.0916666666666666,0.2503028468706733,6,3,14,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388
0.9,1024.0,2.7,630.0,106.0,862.0,66.0,1240.0,544.0,16.2,71.9,1.3171,2005-03-27 15:00:00,low,1.4,low,1.9,mid,1.0,low,1.3,low,0.8,1.3,1.5,1.000000000000001,0.2645751311064196,1.1999999999999986,0.28284271247462534,1.083333333333333,0.2552479483787556,6,3,15,-0.7818314824680299,0.6234898018587334,-0.7071067811865471,-0.7071067811865479
1.4,1093.0,3.5,682.0,199.0,797.0,104.0,1256.0,638.0,15.4,75.2,1.3024,2005-03-27 16:00:00,low,1.8,mid,1.7,mid,0.8,low,1.4,low,0.9,0.8,1.3,1.0333333333333343,0.3214550253663991,1.1999999999999986,0.28284271247462534,1.1166666666666665,0.26911752530129013,6,3,16,-0.7818314824680299,0.6234898018587334,-0.8660254037844384,-0.5000000000000004
1.8,1170.0,4.9,756.0,299.0,713.0,126.0,1341.0,793.0,14.4,80.8,1.3182,2005-03-27 17:00:00,mid,1.6,mid,1.9,mid,0.6,low,1.6,mid,1.4,0.9,0.8,1.3666666666666678,0.45092497528226455,1.2833333333333319,0.3763863263545453,1.1999999999999997,0.31333978072033053,6,3,17,-0.7818314824680299,0.6234898018587334,-0.9659258262890683,-0.25881904510252063
1.6,1153.0,4.4,734.0,272.0,712.0,122.0,1324.0,811.0,13.8,83.5,1.3154,2005-03-27 18:00:00,mid,1.8,mid,1.6,mid,0.6,low,2.8,high,1.8,1.4,0.9,1.6000000000000012,0.19999999999994159,1.2999999999999985,0.3898717737923632,1.2749999999999997,0.289592189749105,6,3,18,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16
1.8,1220.0,5.7,796.0,285.0,652.0,121.0,1367.0,896.0,13.9,83.6,1.3208,2005-03-27 19:00:00,mid,2.1,mid,1.2,low,1.0,low,3.7,high,1.6,1.8,1.4,1.7333333333333345,0.1154700538378214,1.3833333333333317,0.44007575105505453,1.333333333333333,0.3200378765463342,6,3,19,-0.7818314824680299,0.6234898018587334,-0.9659258262890684,0.2588190451025203
2.1,1218.0,6.3,825.0,307.0,627.0,126.0,1393.0,978.0,14.2,82.3,1.3219,2005-03-27 20:00:00,mid,1.9,mid,1.0,low,1.0,low,2.9,high,1.8,1.6,1.8,1.8333333333333346,0.25166114784231003,1.5999999999999985,0.41472882706655884,1.4166666666666663,0.3785938897200747,6,3,20,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001
1.9,1172.0,6.0,810.0,237.0,637.0,115.0,1376.0,964.0,14.1,81.4,1.3046,2005-03-27 21:00:00,mid,1.7,mid,1.0,low,1.3,low,1.8,mid,2.1,1.8,1.6,1.9333333333333342,0.15275252316511395,1.766666666666665,0.24221202832780683,1.4833333333333332,0.38807996676729156,6,3,21,-0.7818314824680299,0.6234898018587334,-0.7071067811865477,0.7071067811865474
1.7,1182.0,6.0,812.0,244.0,650.0,116.0,1368.0,993.0,14.4,79.0,1.2917,2005-03-27 22:00:00,mid,1.9,mid,0.8,low,1.5,mid,1.6,mid,1.9,2.1,1.8,1.900000000000001,0.19999999999993867,1.8166666666666653,0.17224014243686128,1.508333333333333,0.39186809778374043,6,3,22,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384
1.9,1160.0,5.6,794.0,284.0,658.0,120.0,1356.0,966.0,14.6,77.7,1.2834,2005-03-27 23:00:00,mid,1.6,mid,0.6,low,1.6,mid,1.7,mid,1.7,1.9,2.1,1.8333333333333341,0.11547005383781987,1.833333333333332,0.17511900715419287,1.558333333333333,0.40104031385058225,6,3,23,-0.7818314824680299,0.6234898018587334,-0.25881904510252157,0.9659258262890681
1.6,1106.0,4.3,728.0,221.0,722.0,111.0,1309.0,885.0,14.4,78.6,1.2839,2005-03-28 00:00:00,mid,1.2,low,0.6,low,1.4,low,1.5,mid,1.9,1.7,1.9,1.7333333333333343,0.1527525231651164,1.833333333333332,0.17511900715419287,1.5666666666666664,0.40075685971184655,0,3,0,0.0,1.0,0.0,1.0
1.2,1031.0,3.0,652.0,173.0,803.0,101.0,1256.0,775.0,14.4,78.0,1.2741,2005-03-28 01:00:00,low,1.0,low,1.0,low,1.4,low,1.0,low,1.6,1.9,1.7,1.5666666666666675,0.3511884584283917,1.7333333333333318,0.31411250638373234,1.558333333333333,0.40778410806199766,0,3,1,0.0,1.0,0.25881904510252074,0.9659258262890683
1.0,1015.0,2.8,640.0,144.0,821.0,92.0,1247.0,738.0,14.1,79.1,1.2665,2005-03-28 02:00:00,low,1.0,low,1.0,low,1.2,low,0.8,low,1.2,1.6,1.9,1.2666666666666677,0.3055050463303538,1.5499999999999987,0.3728270376461499,1.5749999999999995,0.37688918072225747,0,3,2,0.0,1.0,0.49999999999999994,0.8660254037844387
1.0,1003.0,2.7,635.0,117.0,829.0,78.0,1235.0,711.0,13.7,80.6,1.2528,2005-03-28 03:00:00,low,0.8,low,1.3,low,1.3,low,0.5,low,1.0,1.2,1.6,1.0666666666666675,0.11547005383783497,1.3999999999999986,0.38470768123343163,1.583333333333333,0.3613946051148251,0,3,3,0.0,1.0,0.7071067811865475,0.7071067811865476
0.8,951.0,2.0,583.0,89.0,905.0,63.0,1212.0,624.0,13.9,79.6,1.2616,2005-03-28 04:00:00,low,0.6,low,1.5,mid,1.4,low,,high,1.0,1.0,1.2,0.9333333333333345,0.11547005383783755,1.2499999999999984,0.4183300132670421,1.533333333333333,0.4249777177760044,0,3,4,0.0,1.0,0.8660254037844386,0.5000000000000001
0.6,938.0,1.9,575.0,97.0,955.0,63.0,1195.0,585.0,13.8,79.0,1.2425,2005-03-28 05:00:00,low,0.6,low,1.6,mid,1.6,mid,0.5,low,0.8,1.0,1.0,0.800000000000001,0.19999999999995083,1.0333333333333319,0.3444802848737071,1.4333333333333333,0.492365963917374,0,3,5,0.0,1.0,0.9659258262890683,0.25881904510252074
0.6,933.0,1.9,574.0,95.0,937.0,63.0,1201.0,646.0,13.9,78.0,1.2346,2005-03-28 06:00:00,low,1.0,low,1.4,low,2.8,high,1.0,low,0.6,0.8,1.0,0.6666666666666677,0.1154700538378424,0.866666666666665,0.24221202832780703,1.3499999999999996,0.5435573065046494,0,3,6,0.0,1.0,1.0,6.123233995736766e-17
1.0,1010.0,3.1,656.0,166.0,815.0,84.0,1260.0,809.0,14.1,77.8,1.2445,2005-03-28 07:00:00,low,1.0,low,1.4,low,3.7,high,3.0,high,0.6,0.6,0.8,0.7333333333333343,0.2309401076758083,0.8333333333333318,0.19663841605004453,1.283333333333333,0.5322906474224195,0,3,7,0.0,1.0,0.9659258262890683,-0.25881904510252063
1.0,1025.0,3.4,675.0,160.0,798.0,89.0,1257.0,828.0,15.0,73.2,1.2413,2005-03-28 08:00:00,low,1.3,low,1.2,low,2.9,high,5.1,high,1.0,0.6,0.6,0.8666666666666677,0.2309401076758071,0.8333333333333318,0.19663841605004453,1.1916666666666662,0.46992907266243916,0,3,8,0.0,1.0,0.8660254037844387,-0.49999999999999983
1.3,1086.0,4.9,756.0,176.0,700.0,101.0,1308.0,894.0,16.4,67.3,1.2451,2005-03-28 09:00:00,low,1.5,mid,1.3,low,1.8,mid,4.3,high,1.0,1.0,0.6,1.1000000000000012,0.1732050807568274,0.8833333333333319,0.2714160398109707,1.1416666666666664,0.416606056197763,0,3,9,0.0,1.0,0.7071067811865476,-0.7071067811865475
1.5,1111.0,5.2,773.0,216.0,690.0,115.0,1331.0,915.0,17.8,61.7,1.2436,2005-03-28 10:00:00,mid,1.6,mid,1.4,low,1.6,mid,3.3,high,1.3,1.0,1.0,1.2666666666666677,0.25166114784231536,0.9999999999999986,0.3633180424917041,1.1249999999999998,0.3957156922475491,0,3,10,0.0,1.0,0.49999999999999994,-0.8660254037844387
1.6,1129.0,5.5,788.0,220.0,692.0,111.0,1305.0,920.0,20.8,50.4,1.2213,2005-03-28 11:00:00,mid,1.4,low,1.6,mid,1.7,mid,2.4,mid,1.5,1.3,1.0,1.466666666666668,0.15275252316512106,1.1666666666666652,0.3723797345005099,1.0999999999999996,0.34902461491738684,0,3,11,0.0,1.0,0.258819045102521,-0.9659258262890682
1.4,1097.0,4.2,721.0,183.0,746.0,96.0,1266.0,807.0,21.6,46.8,1.1959,2005-03-28 12:00:00,low,1.4,low,2.8,high,1.5,mid,2.4,mid,1.6,1.5,1.3,1.500000000000001,0.09999999999988693,1.2999999999999985,0.2529822128134772,1.083333333333333,0.32706222186266887,0,3,12,0.0,1.0,1.2246467991473532e-16,-1.0
1.4,1029.0,3.3,670.0,154.0,800.0,87.0,1223.0,678.0,23.1,41.3,1.1506,2005-03-28 13:00:00,low,1.2,low,3.7,high,1.0,low,2.5,high,1.4,1.6,1.5,1.4666666666666677,0.11547005383782782,1.3666666666666651,0.20655911179773725,1.0999999999999999,0.3384456448907312,0,3,13,0.0,1.0,-0.2588190451025208,-0.9659258262890683
1.2,1071.0,4.8,752.0,132.0,736.0,81.0,1289.0,668.0,23.6,39.4,1.132,2005-03-28 14:00:00,low,1.3,low,2.9,high,0.8,low,2.3,mid,1.4,1.4,1.6,1.3333333333333341,0.11547005383782974,1.3999999999999986,0.14142135623732163,1.1166666666666665,0.3379976689897022,0,3,14,0.0,1.0,-0.4999999999999998,-0.8660254037844388
1.3,1053.0,4.2,721.0,140.0,764.0,85.0,1216.0,617.0,25.1,34.0,1.068,2005-03-28 15:00:00,low,1.4,low,1.8,mid,0.5,low,2.7,high,1.2,1.4,1.4,1.300000000000001,0.0999999999998904,1.3999999999999986,0.14142135623732163,1.1416666666666664,0.33967453227882055,0,3,15,0.0,1.0,-0.7071067811865471,-0.7071067811865479
1.4,1055.0,3.7,693.0,186.0,789.0,98.0,1203.0,598.0,24.7,35.6,1.0882,2005-03-28 16:00:00,low,1.6,mid,1.6,mid,,high,2.7,high,1.3,1.2,1.4,1.300000000000001,0.0999999999998904,1.383333333333332,0.13291601358252553,1.1916666666666662,0.32879486097885907,0,3,16,0.0,1.0,-0.8660254037844384,-0.5000000000000004
1.6,1176.0,6.2,822.0,213.0,704.0,109.0,1294.0,778.0,24.2,38.1,1.1357,2005-03-28 17:00:00,mid,2.8,high,1.7,mid,0.5,low,3.3,high,1.4,1.3,1.2,1.4333333333333342,0.1527525231651213,1.3833333333333317,0.13291601358252553,1.2749999999999997,0.2895921897491048,0,3,17,0.0,1.0,-0.9659258262890683,-0.25881904510252063
2.8,1293.0,9.7,965.0,376.0,589.0,150.0,1399.0,1062.0,22.7,42.4,1.154,2005-03-28 18:00:00,high,3.7,high,1.5,mid,1.0,low,3.9,high,1.6,1.4,1.3,1.9333333333333342,0.7571877794400202,1.6166666666666654,0.5946988033169983,1.458333333333333,0.4660439568291937,0,3,18,0.0,1.0,-1.0,-1.8369701987210297e-16
3.7,1307.0,12.4,1063.0,508.0,554.0,175.0,1432.0,1224.0,19.6,47.8,1.0781,2005-03-28 19:00:00,high,2.9,high,1.0,low,3.0,high,2.6,high,2.8,1.6,1.4,2.700000000000001,1.0535653752852607,1.9999999999999984,1.0178408519999593,1.683333333333333,0.7744010393181346,0,3,19,0.0,1.0,-0.9659258262890684,0.2588190451025203
2.9,1163.0,9.4,954.0,388.0,600.0,157.0,1369.0,1118.0,17.6,54.4,1.0839,2005-03-28 20:00:00,high,1.8,mid,0.8,low,5.1,high,3.2,high,3.7,2.8,1.6,3.133333333333334,0.4932882862315949,2.283333333333332,0.9867454923467699,1.8416666666666666,0.8151501070169417,0,3,20,0.0,1.0,-0.8660254037844386,0.5000000000000001
1.8,1103.0,7.1,861.0,250.0,660.0,130.0,1310.0,964.0,16.2,60.6,1.1089,2005-03-28 21:00:00,mid,1.6,mid,0.5,low,4.3,high,2.3,mid,2.9,3.7,2.8,2.800000000000001,0.9539392014169309,2.366666666666665,0.9048020041239239,1.8833333333333329,0.7975340783067767,0,3,21,0.0,1.0,-0.7071067811865477,0.7071067811865474
1.6,1120.0,6.1,817.0,232.0,669.0,120.0,1310.0,1050.0,15.2,65.8,1.1288,2005-03-28 22:00:00,mid,1.7,mid,,high,3.3,high,1.4,low,1.8,2.9,3.7,2.100000000000001,0.6999999999999821,2.3999999999999986,0.8648699324175876,1.8916666666666664,0.7936776690976483,0,3,22,0.0,1.0,-0.5000000000000004,0.8660254037844384
1.7,1107.0,6.0,810.0,229.0,677.0,114.0,1311.0,1016.0,14.5,68.9,1.1298,2005-03-28 23:00:00,mid,1.5,mid,0.5,low,2.4,mid,1.1,low,1.6,1.8,2.9,1.700000000000001,0.09999999999988356,2.416666666666665,0.847152091815082,1.8999999999999995,0.7908568425793501,0,3,23,0.0,1.0,-0.25881904510252157,0.9659258262890681
1.5,1078.0,5.0,766.0,184.0,692.0,100.0,1269.0,998.0,14.3,68.5,1.1122,2005-03-29 00:00:00,mid,1.0,low,1.0,low,2.4,mid,1.2,low,1.7,1.6,1.8,1.6000000000000012,0.0999999999998857,2.199999999999999,0.8944271909999173,1.908333333333333,0.785618845049559,1,3,0,0.7818314824680298,0.6234898018587336,0.0,1.0
1.0,963.0,2.9,646.0,117.0,834.0,83.0,1181.0,846.0,14.7,66.4,1.1006,2005-03-29 01:00:00,low,0.8,low,3.0,high,2.5,high,0.9,low,1.5,1.7,1.6,1.400000000000001,0.3605551275463684,1.7499999999999984,0.6284902544988287,1.8749999999999998,0.8170067319184303,1,3,1,0.7818314824680298,0.6234898018587336,0.25881904510252074,0.9659258262890683
0.8,923.0,2.2,596.0,103.0,908.0,72.0,1148.0,762.0,13.4,70.4,1.0793,2005-03-29 02:00:00,low,0.5,low,5.1,high,2.3,mid,0.7,low,1.0,1.5,1.7,1.1000000000000012,0.36055512754637026,1.3999999999999986,0.4049691346263348,1.8416666666666666,0.8543560396136243,1,3,2,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387
0.5,853.0,1.0,502.0,66.0,1117.0,51.0,1087.0,592.0,14.2,65.1,1.0495,2005-03-29 03:00:00,low,,high,4.3,high,2.7,high,0.5,low,0.8,1.0,1.5,0.7666666666666678,0.2516611478423201,1.1833333333333318,0.4875106836436193,1.7749999999999997,0.9284640297531672,1,3,3,0.7818314824680298,0.6234898018587336,0.7071067811865475,0.7071067811865476
,883.0,1.3,530.0,63.0,997.0,46.0,1102.0,617.0,13.7,68.2,1.0611,2005-03-29 04:00:00,high,0.5,low,3.3,high,2.7,high,0.4,low,0.5,0.8,1.0,,,,,,,1,3,4,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001
0.5,921.0,1.9,575.0,95.0,956.0,58.0,1143.0,672.0,13.7,67.8,1.0575,2005-03-29 05:00:00,low,1.0,low,2.4,mid,3.3,high,0.5,low,,0.5,0.8,,,,,,,1,3,5,0.7818314824680298,0.6234898018587336,0.9659258262890683,0.25881904510252074
1.0,1031.0,4.7,748.0,188.0,738.0,86.0,1245.0,890.0,12.9,71.8,1.0657,2005-03-29 06:00:00,low,3.0,high,2.4,mid,3.9,high,0.8,low,0.5,,0.5,,,,,,,1,3,6,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17
3.0,1371.0,16.0,1180.0,527.0,472.0,122.0,1632.0,1354.0,13.2,69.9,1.0543,2005-03-29 07:00:00,high,5.1,high,2.5,high,2.6,high,2.3,mid,1.0,0.5,,1.500000000000001,1.322875655532287,,,,,1,3,7,0.7818314824680298,0.6234898018587336,0.9659258262890683,-0.25881904510252063
5.1,1519.0,26.3,1461.0,623.0,370.0,140.0,2005.0,1648.0,14.4,65.8,1.0727,2005-03-29 08:00:00,high,4.3,high,2.3,mid,3.2,high,2.9,high,3.0,1.0,0.5,3.0333333333333345,2.0502032419575635,,,,,1,3,8,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.49999999999999983
4.3,1409.0,18.8,1262.0,606.0,434.0,146.0,1709.0,1566.0,15.3,63.3,1.092,2005-03-29 09:00:00,high,3.3,high,2.7,high,2.3,mid,3.1,high,5.1,3.0,1.0,4.133333333333334,1.0598742063722952,,,,,1,3,9,0.7818314824680298,0.6234898018587336,0.7071067811865476,-0.7071067811865475
3.3,1303.0,14.4,1128.0,460.0,489.0,152.0,1573.0,1541.0,17.7,55.6,1.112,2005-03-29 10:00:00,high,2.4,mid,2.7,high,1.4,low,2.7,high,4.3,5.1,3.0,4.233333333333334,0.9018499505645621,2.866666666666665,1.807392228230129,,,1,3,10,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387
2.4,1184.0,10.0,978.0,346.0,567.0,147.0,1425.0,1226.0,19.6,49.4,1.1176,2005-03-29 11:00:00,mid,2.4,mid,3.3,high,1.1,low,1.8,mid,3.3,4.3,5.1,3.3333333333333344,0.9504384952922027,3.183333333333332,1.438633610988799,,,1,3,11,0.7818314824680298,0.6234898018587336,0.258819045102521,-0.9659258262890682
2.4,1202.0,12.1,1052.0,296.0,519.0,134.0,1525.0,1126.0,18.1,58.3,1.2013,2005-03-29 12:00:00,mid,2.5,high,3.9,high,1.2,low,1.9,mid,2.4,3.3,4.3,2.700000000000001,0.5196152422706393,3.4166666666666647,1.0833589740555396,,,1,3,12,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0
2.5,1197.0,11.7,1040.0,321.0,530.0,136.0,1519.0,1147.0,18.0,57.9,1.1826,2005-03-29 13:00:00,high,2.3,mid,2.6,high,0.9,low,1.8,mid,2.4,2.4,3.3,2.4333333333333345,0.05773502691875608,3.3333333333333317,1.139590569751554,,,1,3,13,0.7818314824680298,0.6234898018587336,-0.2588190451025208,-0.9659258262890683
2.3,1234.0,12.0,1049.0,312.0,523.0,142.0,1516.0,1190.0,18.6,55.0,1.1696,2005-03-29 14:00:00,mid,2.7,high,3.2,high,0.7,low,1.8,mid,2.5,2.4,2.4,2.4000000000000012,0.09999999999988152,2.866666666666665,0.7916228058025305,,,1,3,14,0.7818314824680298,0.6234898018587336,-0.4999999999999998,-0.8660254037844388
2.7,1247.0,12.3,1059.0,355.0,508.0,153.0,1550.0,1212.0,18.3,57.9,1.2047,2005-03-29 15:00:00,high,2.7,high,2.3,mid,0.5,low,1.8,mid,2.3,2.5,2.4,2.5000000000000013,0.19999999999993984,2.5999999999999983,0.36878177829172076,,,1,3,15,0.7818314824680298,0.6234898018587336,-0.7071067811865471,-0.7071067811865479
2.7,1234.0,12.3,1060.0,349.0,509.0,153.0,1504.0,1251.0,18.3,54.8,1.1403,2005-03-29 16:00:00,high,3.3,high,1.4,low,0.4,low,1.7,mid,2.7,2.3,2.5,2.5666666666666678,0.23094010767579778,2.4999999999999987,0.1673320053068264,2.683333333333333,1.238645398910617,1,3,16,0.7818314824680298,0.6234898018587336,-0.8660254037844384,-0.5000000000000004
3.3,1339.0,16.7,1200.0,385.0,457.0,155.0,1671.0,1404.0,18.3,53.9,1.1252,2005-03-29 17:00:00,high,3.9,high,1.1,low,0.5,low,3.2,high,2.7,2.7,2.3,2.900000000000001,0.34641016151373843,2.6499999999999986,0.3563705936241148,2.916666666666666,1.0373334112331571,1,3,17,0.7818314824680298,0.6234898018587336,-0.9659258262890683,-0.25881904510252063
