CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,CO(GT)_t+1h,CO(GT)_t+6h,CO(GT)_t+12h,CO(GT)_t+24h,CO(GT)_t-1h,CO(GT)_t-2h,CO(GT)_t-3h,CO(GT)_roll_mean_3h,CO(GT)_roll_std_3h,CO(GT)_roll_mean_6h,CO(GT)_roll_std_6h,CO(GT)_roll_mean_12h,CO(GT)_roll_std_12h,weekday,month,hour,weekday_sin,weekday_cos,hour_sin,hour_cos
5.6,924.0,2.9,643.0,540.0,948.0,169.0,1329.0,825.0,19.9,66.1,1.5198,5.6,5.6,2.9,0.8,5.6,5.6,5.6,3.8,1.6370705543744897,3.733333333333332,1.0764137989949156,3.4749999999999996,0.977124724522272,3,10,4,0.4338837391175582,-0.900968867902419,0.8660254037844386,0.5000000000000001
5.6,994.0,4.4,732.0,540.0,852.0,169.0,1400.0,882.0,19.8,67.1,1.5305,5.6,5.6,5.4,0.9,5.6,5.6,5.6,3.8,1.6370705543744897,3.733333333333332,1.0764137989949156,3.4749999999999996,0.977124724522272,3,10,5,0.4338837391175582,-0.900968867902419,0.9659258262890684,0.2588190451025207
5.6,1089.0,7.4,873.0,540.0,741.0,169.0,1479.0,990.0,20.1,64.4,1.4967,5.6,5.6,5.3,1.7,5.6,5.6,5.6,3.8,1.6370705543744897,3.733333333333332,1.0764137989949156,3.4749999999999996,0.977124724522272,3,10,6,0.4338837391175582,-0.900968867902419,1.0,6.123233995736766e-17
5.6,1468.0,19.4,1280.0,540.0,518.0,169.0,1899.0,1423.0,19.7,66.4,1.5035,5.6,5.6,6.7,5.7,5.6,5.6,5.6,3.8,1.6370705543744897,3.733333333333332,1.0764137989949156,3.4749999999999996,0.977124724522272,3,10,7,0.4338837391175582,-0.900968867902419,0.9659258262890684,-0.2588190451025206
5.6,1696.0,37.1,1711.0,540.0,383.0,169.0,2464.0,1823.0,20.9,62.4,1.5226,5.6,5.6,7.0,4.3,5.6,5.6,5.6,3.8,1.6370705543744897,3.733333333333332,1.0764137989949156,3.4749999999999996,0.977124724522272,3,10,8,0.4338837391175582,-0.900968867902419,0.8660254037844387,-0.4999999999999998
5.6,1479.0,22.2,1357.0,540.0,491.0,169.0,1937.0,1581.0,22.5,57.0,1.5314,5.6,5.6,2.8,3.9,5.6,5.6,5.6,3.8,1.6370705543744897,3.733333333333332,1.0764137989949156,3.4749999999999996,0.977124724522272,3,10,9,0.4338837391175582,-0.900968867902419,0.7071067811865476,-0.7071067811865475
5.6,1425.0,18.5,1255.0,540.0,516.0,169.0,1864.0,1500.0,23.5,53.4,1.5241,5.6,2.9,1.7,5.1,5.6,5.6,5.6,3.8,1.6370705543744897,3.733333333333332,1.0764137989949156,3.4749999999999996,0.977124724522272,3,10,10,0.4338837391175582,-0.900968867902419,0.4999999999999999,-0.8660254037844387
5.6,1279.0,14.0,1116.0,540.0,587.0,169.0,1668.0,1268.0,24.7,48.2,1.4802,5.6,5.4,1.7,3.7,5.6,5.6,5.6,3.8,1.6370705543744897,3.733333333333332,1.0764137989949156,3.4749999999999996,0.977124724522272,3,10,11,0.4338837391175582,-0.900968867902419,0.258819045102521,-0.9659258262890682
5.6,1319.0,15.5,1165.0,540.0,571.0,169.0,1743.0,1230.0,27.1,40.9,1.4405,5.6,5.3,1.7,3.3,5.6,5.6,5.6,3.8,1.6370705543744897,3.733333333333332,1.0764137989949156,3.4749999999999996,0.977124724522272,3,10,12,0.4338837391175582,-0.900968867902419,1.2246467991473532e-16,-1.0
5.6,1329.0,15.7,1172.0,540.0,561.0,169.0,1739.0,1204.0,25.9,44.2,1.4576,5.6,6.7,1.2,3.6,5.6,5.6,5.6,3.8,1.6370705543744897,3.733333333333332,1.0764137989949156,3.4749999999999996,0.977124724522272,3,10,13,0.4338837391175582,-0.900968867902419,-0.2588190451025208,-0.9659258262890684
5.6,1327.0,15.7,1172.0,540.0,566.0,169.0,1747.0,1205.0,26.9,41.8,1.4555,5.6,7.0,0.7,3.2,5.6,5.6,5.6,3.8,1.6370705543744897,3.733333333333332,1.0764137989949156,3.4749999999999996,0.977124724522272,3,10,14,0.4338837391175582,-0.900968867902419,-0.4999999999999998,-0.8660254037844388
5.6,1282.0,12.7,1075.0,540.0,605.0,169.0,1651.0,1103.0,27.2,40.7,1.4481,2.9,2.8,0.7,3.5,5.6,5.6,5.6,3.8,1.6370705543744897,3.733333333333332,1.0764137989949156,3.4749999999999996,0.977124724522272,3,10,15,0.4338837391175582,-0.900968867902419,-0.7071067811865471,-0.7071067811865479
2.9,1342.0,15.3,1157.0,267.0,572.0,87.0,1707.0,1195.0,28.6,37.6,1.4468,5.4,1.7,0.8,2.4,5.6,5.6,5.6,3.8,1.6370705543744897,3.733333333333332,1.0764137989949156,3.4749999999999996,0.977124724522272,3,10,16,0.4338837391175582,-0.900968867902419,-0.8660254037844384,-0.5000000000000004
5.4,1623.0,28.8,1522.0,398.0,447.0,111.0,2110.0,1618.0,28.0,38.5,1.437,5.3,1.7,0.9,2.9,2.9,5.6,5.6,3.8,1.6370705543744897,3.733333333333332,1.0764137989949156,3.4749999999999996,0.977124724522272,3,10,17,0.4338837391175582,-0.900968867902419,-0.9659258262890684,-0.2588190451025206
5.3,1576.0,26.1,1458.0,418.0,463.0,119.0,2024.0,1637.0,25.2,45.8,1.4464,6.7,1.7,1.7,2.3,5.4,2.9,5.6,4.533333333333334,1.4153915830374764,3.733333333333332,1.0764137989949156,3.4749999999999996,0.977124724522272,3,10,18,0.4338837391175582,-0.900968867902419,-1.0,-1.8369701987210294e-16
6.7,1747.0,37.1,1709.0,515.0,399.0,128.0,2370.0,1876.0,24.0,50.6,1.4892,7.0,1.2,5.7,3.1,5.3,5.4,2.9,5.8,0.781024967590666,3.733333333333332,1.0764137989949156,3.4749999999999996,0.977124724522272,3,10,19,0.4338837391175582,-0.900968867902419,-0.9659258262890684,0.2588190451025203
7.0,1757.0,35.7,1680.0,669.0,396.0,117.0,2280.0,1959.0,23.2,54.7,1.5296,2.8,0.7,4.3,2.9,6.7,5.3,5.4,6.333333333333333,0.9073771725877472,3.733333333333332,1.0764137989949156,3.4749999999999996,0.977124724522272,3,10,20,0.4338837391175582,-0.900968867902419,-0.8660254037844386,0.5000000000000001
2.8,1331.0,16.5,1194.0,326.0,559.0,92.0,1715.0,1477.0,22.3,57.1,1.5219,1.7,0.7,3.9,1.5,7.0,6.7,5.3,5.5,2.3430749027719964,5.016666666666666,1.8104327291193856,3.4749999999999996,0.977124724522272,3,10,21,0.4338837391175582,-0.900968867902419,-0.7071067811865477,0.7071067811865474
1.7,1182.0,11.0,1016.0,209.0,658.0,73.0,1572.0,1210.0,21.8,58.2,1.5036,1.7,0.8,5.1,1.5,2.8,7.0,6.7,3.8333333333333335,2.797022226106424,4.8166666666666655,2.1292408662870126,3.4749999999999996,0.977124724522272,3,10,22,0.4338837391175582,-0.900968867902419,-0.5000000000000004,0.8660254037844384
1.7,1162.0,10.8,1008.0,183.0,658.0,60.0,1556.0,1160.0,20.9,61.3,1.4923,1.7,0.9,3.7,1.7,1.7,2.8,7.0,2.0666666666666664,0.6350852961085922,4.199999999999998,2.4396721091163047,3.4749999999999996,0.977124724522272,3,10,23,0.4338837391175582,-0.900968867902419,-0.2588190451025215,0.965925826289068
1.7,1147.0,9.6,964.0,165.0,668.0,60.0,1517.0,1116.0,20.6,62.0,1.4827,1.2,1.7,3.3,1.6,1.7,1.7,2.8,1.7,0.0,3.5999999999999983,2.554995107627409,3.4749999999999996,0.977124724522272,4,10,0,-0.433883739117558,-0.9009688679024191,0.0,1.0
1.2,1040.0,6.5,836.0,111.0,762.0,53.0,1423.0,974.0,20.3,62.5,1.472,0.7,5.7,3.6,1.3,1.7,1.7,1.7,1.5333333333333332,0.2886751345948236,2.683333333333332,2.179372998517386,3.4749999999999996,0.977124724522272,4,10,1,-0.433883739117558,-0.9009688679024191,0.2588190451025207,0.9659258262890684
0.7,920.0,3.6,688.0,67.0,920.0,47.0,1317.0,820.0,20.5,62.1,1.4771,0.7,4.3,3.2,1.4,1.2,1.7,1.7,1.2,0.5000000000000069,1.633333333333332,0.6976149845485405,3.4749999999999996,0.977124724522272,4,10,2,-0.433883739117558,-0.9009688679024191,0.4999999999999999,0.8660254037844387
0.7,931.0,3.3,670.0,67.0,931.0,47.0,1326.0,792.0,18.7,68.5,1.4586,0.8,3.9,3.5,0.9,0.7,1.2,1.7,0.8666666666666666,0.2886751345948259,1.283333333333332,0.4915960401250808,3.15,2.3239856047121052,4,10,3,-0.433883739117558,-0.9009688679024191,0.7071067811865475,0.7071067811865476
0.8,954.0,4.4,731.0,88.0,865.0,43.0,1360.0,839.0,18.2,70.3,1.4498,0.9,5.1,2.4,0.9,0.7,0.7,1.2,0.7333333333333334,0.05773502691903,1.1333333333333322,0.4760952285695162,2.9749999999999996,2.4215415826212103,4,10,4,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001
0.9,981.0,5.5,790.0,147.0,817.0,47.0,1390.0,898.0,18.2,70.1,1.4552,1.7,3.7,2.9,1.3,0.8,0.7,0.7,0.7999999999999999,0.1000000000000383,0.9999999999999988,0.3898717737923496,2.5999999999999996,2.359506882226184,4,10,5,-0.433883739117558,-0.9009688679024191,0.9659258262890684,0.2588190451025207
1.7,1147.0,10.8,1009.0,279.0,653.0,50.0,1589.0,1096.0,18.2,70.0,1.4519,5.7,3.3,2.3,1.3,0.9,0.8,0.7,1.1333333333333335,0.4932882862316318,0.9999999999999988,0.3898717737923496,2.2999999999999994,2.209072203437452,4,10,6,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17
5.7,1606.0,31.2,1578.0,665.0,440.0,81.0,2205.0,1786.0,19.4,66.5,1.4801,4.3,3.6,3.1,2.9,1.7,0.9,0.8,2.766666666666667,2.5716402029314556,1.749999999999999,1.9715476154534015,2.2166666666666663,2.040424792373719,4,10,7,-0.433883739117558,-0.9009688679024191,0.9659258262890684,-0.2588190451025206
4.3,1490.0,24.8,1424.0,592.0,465.0,75.0,2033.0,1604.0,19.5,66.9,1.4999,3.9,3.2,2.9,3.2,5.7,1.7,0.9,3.9,2.0297783130184444,2.349999999999999,2.129553943904684,1.9916666666666665,1.5564869145455464,4,10,8,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998
3.9,1473.0,24.2,1409.0,557.0,483.0,87.0,1984.0,1637.0,21.1,61.1,1.5056,5.1,3.5,1.5,3.4,4.3,5.7,1.7,4.633333333333334,0.9451631252505212,2.8833333333333324,2.032158130330084,2.083333333333333,1.63864319336197,4,10,9,-0.433883739117558,-0.9009688679024191,0.7071067811865476,-0.7071067811865475
5.1,1582.0,29.5,1539.0,693.0,435.0,128.0,2141.0,1827.0,23.2,54.7,1.5349,3.7,2.4,1.5,3.6,3.9,4.3,5.7,4.433333333333333,0.6110100926607778,3.5999999999999983,1.9047309521294593,2.3666666666666663,1.847028735974389,4,10,10,-0.433883739117558,-0.9009688679024191,0.4999999999999999,-0.8660254037844387
3.7,1468.0,21.0,1323.0,530.0,496.0,105.0,1913.0,1641.0,24.4,52.5,1.5807,3.3,2.9,1.7,2.3,5.1,3.9,4.3,4.233333333333333,0.7571877794400357,4.0666666666666655,1.382268666600912,2.5333333333333328,1.8714764872752856,4,10,11,-0.433883739117558,-0.9009688679024191,0.258819045102521,-0.9659258262890682
3.3,1413.0,19.6,1285.0,412.0,518.0,101.0,1883.0,1505.0,26.4,45.8,1.553,3.6,2.3,1.6,3.1,3.7,5.1,3.9,4.033333333333333,0.9451631252505212,4.333333333333332,0.9070097390142312,2.6666666666666665,1.863688099799248,4,10,12,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0
3.6,1400.0,21.2,1331.0,366.0,520.0,100.0,1916.0,1465.0,27.7,39.2,1.4356,3.2,3.1,1.3,3.3,3.3,3.7,5.1,3.533333333333333,0.2081665999466117,3.983333333333332,0.6400520812142269,2.8666666666666667,1.820256392196806,4,10,13,-0.433883739117558,-0.9009688679024191,-0.2588190451025208,-0.9659258262890684
3.2,1361.0,18.0,1238.0,344.0,548.0,98.0,1805.0,1368.0,28.0,39.6,1.4738,3.5,2.9,1.4,1.9,3.6,3.3,3.7,3.3666666666666667,0.2081665999466114,3.799999999999999,0.687022561492704,3.0749999999999993,1.687992352416971,4,10,14,-0.433883739117558,-0.9009688679024191,-0.4999999999999998,-0.8660254037844388
3.5,1389.0,20.5,1311.0,339.0,525.0,98.0,1845.0,1748.0,28.7,38.4,1.486,2.4,1.5,0.9,2.6,3.2,3.6,3.3,3.4333333333333336,0.2081665999466113,3.733333333333332,0.6947421584060255,3.308333333333333,1.5144505954505765,4,10,15,-0.433883739117558,-0.9009688679024191,-0.7071067811865471,-0.7071067811865479
2.4,1305.0,15.6,1167.0,297.0,586.0,98.0,1690.0,1301.0,28.5,39.4,1.5147,2.9,1.5,0.9,2.7,3.5,3.2,3.6,3.0333333333333337,0.5686240703077323,3.283333333333332,0.4708148963941808,3.4416666666666664,1.3331155125108134,4,10,16,-0.433883739117558,-0.9009688679024191,-0.8660254037844384,-0.5000000000000004
2.9,1354.0,19.2,1275.0,294.0,543.0,90.0,1799.0,1338.0,28.4,39.8,1.5191,2.3,1.7,1.3,3.7,2.4,3.5,3.2,2.933333333333333,0.5507570547286099,3.149999999999999,0.4415880433163883,3.608333333333333,1.089168434535209,4,10,17,-0.433883739117558,-0.9009688679024191,-0.9659258262890684,-0.2588190451025206
2.3,1352.0,20.0,1296.0,211.0,534.0,84.0,1846.0,1337.0,26.4,45.9,1.5572,3.1,1.6,1.3,3.8,2.9,2.4,3.5,2.533333333333333,0.3214550253664319,2.983333333333332,0.549241901776133,3.6583333333333328,1.0040448498976826,4,10,18,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210294e-16
3.1,1472.0,21.1,1327.0,323.0,497.0,101.0,1895.0,1516.0,25.2,49.5,1.5665,2.9,1.3,2.9,4.8,2.3,2.9,2.4,2.766666666666667,0.4163331998932263,2.8999999999999986,0.4690415759823393,3.4416666666666664,0.7786448990315661,4,10,19,-0.433883739117558,-0.9009688679024191,-0.9659258262890684,0.2588190451025203
2.9,1412.0,18.6,1256.0,333.0,525.0,98.0,1797.0,1435.0,24.9,50.9,1.5856,1.5,1.4,3.2,3.5,3.1,2.3,2.9,2.766666666666666,0.4163331998932263,2.8499999999999983,0.4460941604639053,3.3249999999999993,0.7423855895936845,4,10,20,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001
1.5,1221.0,12.3,1061.0,163.0,619.0,76.0,1615.0,1178.0,24.6,52.2,1.5951,1.5,0.9,3.4,2.2,2.9,3.1,2.3,2.5,0.8717797887081348,2.5166666666666653,0.5879342366852461,3.1249999999999996,0.8833047451062808,4,10,21,-0.433883739117558,-0.9009688679024191,-0.7071067811865477,0.7071067811865474
1.5,1230.0,10.3,990.0,151.0,652.0,71.0,1559.0,1111.0,24.0,54.4,1.6049,1.7,0.9,3.6,1.5,1.5,2.9,3.1,1.9666666666666668,0.8082903768654764,2.366666666666666,0.7229568912920487,2.8249999999999993,0.7533259586659674,4,10,22,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384
1.7,1247.0,9.6,961.0,167.0,666.0,71.0,1569.0,1112.0,23.8,56.1,1.6298,1.6,1.3,2.3,3.4,1.5,1.5,2.9,1.5666666666666669,0.1154700538379301,2.1666666666666656,0.711805216802085,2.658333333333333,0.7633161305458663,4,10,23,-0.433883739117558,-0.9009688679024191,-0.2588190451025215,0.965925826289068
1.6,1217.0,9.9,975.0,174.0,665.0,66.0,1565.0,1109.0,22.3,60.6,1.608,1.3,1.3,3.1,3.7,1.7,1.5,1.5,1.6,0.1000000000000056,2.0499999999999985,0.7422937423958232,2.516666666666666,0.7906652358308882,5,10,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0
1.3,1158.0,8.6,923.0,142.0,673.0,62.0,1519.0,1072.0,21.9,61.5,1.5967,1.4,2.9,3.3,2.0,1.6,1.7,1.5,1.5333333333333332,0.208166599946616,1.749999999999999,0.5787918451395088,2.3249999999999997,0.7829141367062828,5,10,1,-0.9749279121818236,-0.2225209339563146,0.2588190451025207,0.9659258262890684
1.4,1150.0,7.3,871.0,155.0,697.0,58.0,1502.0,1030.0,21.1,64.5,1.594,0.9,3.2,1.9,1.4,1.3,1.6,1.7,1.4333333333333331,0.1527525231651989,1.499999999999999,0.1414213562373008,2.1749999999999994,0.772392975816655,5,10,2,-0.9749279121818236,-0.2225209339563146,0.4999999999999999,0.8660254037844387
0.9,1061.0,5.4,785.0,155.0,766.0,58.0,1447.0,935.0,21.0,64.4,1.5828,0.9,3.4,2.6,1.1,1.4,1.3,1.6,1.2,0.2645751311064619,1.3999999999999988,0.282842712474615,1.958333333333333,0.7304523297660188,5,10,3,-0.9749279121818236,-0.2225209339563146,0.7071067811865475,0.7071067811865476
0.9,1062.0,5.1,770.0,96.0,780.0,48.0,1450.0,922.0,21.3,63.9,1.5951,1.3,3.6,2.7,1.1,0.9,1.4,1.3,1.0666666666666669,0.2886751345948158,1.2999999999999987,0.340587727318525,1.833333333333333,0.7749877809398412,5,10,4,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001
1.3,1157.0,7.8,890.0,154.0,681.0,53.0,1549.0,1054.0,20.8,66.7,1.6201,1.3,2.3,3.7,0.7,0.9,0.9,1.4,1.0333333333333334,0.230940107675854,1.2333333333333325,0.2804757862394983,1.6999999999999995,0.7096734204099532,5,10,5,-0.9749279121818236,-0.2225209339563146,0.9659258262890684,0.2588190451025207
1.3,1167.0,8.2,907.0,211.0,681.0,55.0,1548.0,1082.0,20.6,67.5,1.621,2.9,3.1,3.8,1.2,1.3,0.9,0.9,1.1666666666666667,0.2309401076758536,1.183333333333332,0.2228601953392863,1.6166666666666665,0.691287775010369,5,10,6,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17
2.9,1403.0,17.6,1229.0,381.0,523.0,63.0,1872.0,1365.0,20.9,66.3,1.6165,3.2,3.3,4.8,1.3,1.3,1.3,0.9,1.8333333333333333,0.9237604307034014,1.4499999999999986,0.7422937423958238,1.5999999999999996,0.6536610186271825,5,10,7,-0.9749279121818236,-0.2225209339563146,0.9659258262890684,-0.2588190451025206
3.2,1453.0,20.1,1298.0,470.0,489.0,69.0,1940.0,1497.0,21.5,63.7,1.6186,3.4,1.9,3.5,1.1,2.9,1.3,1.3,2.466666666666667,1.0214368964029703,1.749999999999999,1.027131929208705,1.625,0.7111130839619089,5,10,8,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998
3.4,1455.0,18.7,1260.0,464.0,502.0,84.0,1868.0,1540.0,23.7,56.0,1.6238,3.6,2.6,2.2,1.0,3.2,2.9,1.3,3.1666666666666665,0.2516611478423552,2.1666666666666656,1.116542281629613,1.7833333333333332,0.8736894948054097,5,10,9,-0.9749279121818236,-0.2225209339563146,0.7071067811865476,-0.7071067811865475
3.6,1512.0,19.5,1282.0,450.0,498.0,95.0,1899.0,1554.0,26.0,48.2,1.598,2.3,2.7,1.5,1.2,3.4,3.2,2.9,3.4,0.1999999999999953,2.616666666666666,1.0457851914550436,1.9583333333333333,1.011262337453301,5,10,10,-0.9749279121818236,-0.2225209339563146,0.4999999999999999,-0.8660254037844387
2.3,1331.0,13.0,1082.0,274.0,588.0,80.0,1689.0,1252.0,28.5,42.4,1.6286,3.1,3.7,3.4,1.9,3.6,3.4,3.2,3.1,0.699999999999999,2.783333333333332,0.8565434412022906,2.008333333333333,1.0121609046834874,5,10,11,-0.9749279121818236,-0.2225209339563146,0.258819045102521,-0.9659258262890682
3.1,1472.0,18.2,1246.0,306.0,512.0,87.0,1873.0,1455.0,28.1,45.3,1.6957,3.3,3.8,3.7,2.3,2.3,3.6,3.4,3.0,0.655743852430199,3.083333333333332,0.453504869507111,2.1333333333333333,1.0490977364412049,5,10,12,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0
3.3,1430.0,16.2,1187.0,308.0,539.0,94.0,1812.0,1339.0,29.0,43.9,1.7309,1.9,4.8,2.0,1.6,3.1,2.3,3.6,2.9,0.5291502622129167,3.149999999999999,0.4505552130427468,2.3,1.063442095701073,5,10,13,-0.9749279121818236,-0.2225209339563146,-0.2588190451025208,-0.9659258262890684
1.9,1264.0,11.0,1016.0,186.0,624.0,76.0,1650.0,1062.0,28.9,44.3,1.7392,2.6,3.5,1.4,1.3,3.3,3.1,2.3,2.766666666666667,0.7571877794400355,2.933333333333332,0.6772493386240123,2.3416666666666663,1.0343714238242672,5,10,14,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388
2.6,1378.0,15.9,1177.0,238.0,548.0,92.0,1775.0,1266.0,29.6,42.3,1.7248,2.7,2.2,1.1,1.8,1.9,3.3,3.1,2.6,0.6999999999999988,2.799999999999999,0.6449806198638803,2.483333333333333,0.9301352133703544,5,10,15,-0.9749279121818236,-0.2225209339563146,-0.7071067811865471,-0.7071067811865479
2.7,1377.0,14.2,1123.0,249.0,578.0,94.0,1716.0,1223.0,29.4,42.9,1.7308,3.7,1.5,1.1,1.7,2.6,1.9,3.3,2.4,0.4358898943540654,2.649999999999999,0.5128352561983189,2.6333333333333333,0.7854741860619588,5,10,16,-0.9749279121818236,-0.2225209339563146,-0.8660254037844384,-0.5000000000000004
3.7,1527.0,19.9,1293.0,378.0,502.0,110.0,1907.0,1469.0,28.7,45.1,1.7468,3.8,3.4,0.7,1.8,2.7,2.6,1.9,3.0,0.6082762530298207,2.8833333333333324,0.6274286147974619,2.8333333333333335,0.7177405625652734,5,10,17,-0.9749279121818236,-0.2225209339563146,-0.9659258262890684,-0.2588190451025206
3.8,1573.0,21.7,1343.0,386.0,470.0,109.0,1990.0,1553.0,27.0,51.2,1.7928,4.8,3.7,1.2,2.0,3.7,2.7,2.6,3.4000000000000004,0.6082762530298207,2.9999999999999987,0.7321202087089218,3.0416666666666665,0.5822500764406576,5,10,18,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210294e-16
4.8,1674.0,25.7,1447.0,461.0,448.0,122.0,2065.0,1689.0,26.5,52.7,1.7966,3.5,2.0,1.3,2.2,3.8,3.7,2.7,4.1,0.6082762530298208,3.2499999999999987,1.044509454241557,3.1999999999999993,0.7687061147858076,5,10,19,-0.9749279121818236,-0.2225209339563146,-0.9659258262890684,0.2588190451025203
3.5,1455.0,17.3,1218.0,394.0,535.0,107.0,1796.0,1387.0,26.2,51.7,1.7334,2.2,1.4,1.1,1.6,4.8,3.8,3.7,4.033333333333333,0.6806859285554033,3.5166666666666657,0.8084965470963136,3.2249999999999996,0.7735690602067092,5,10,20,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001
2.2,1242.0,11.2,1022.0,266.0,630.0,83.0,1641.0,1139.0,24.8,56.4,1.7447,1.5,1.1,1.0,1.3,3.5,4.8,3.8,3.5,1.2999999999999987,3.449999999999999,0.9093954035511698,3.125,0.8247589179434636,5,10,21,-0.9749279121818236,-0.2225209339563146,-0.7071067811865477,0.7071067811865474
1.5,1181.0,8.9,935.0,158.0,701.0,62.0,1565.0,960.0,24.9,56.0,1.7367,3.4,1.1,1.2,1.5,2.2,3.5,4.8,2.4,1.014889156509219,3.2499999999999987,1.194571052721434,2.9499999999999997,0.9307865686416172,5,10,22,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384
3.4,1468.0,15.2,1155.0,319.0,565.0,89.0,1738.0,1293.0,24.5,57.5,1.7433,3.7,0.7,1.9,1.5,1.5,2.2,3.5,2.3666666666666667,0.9609023536933016,3.199999999999999,1.178134118001849,3.041666666666666,0.9149846827663126,5,10,23,-0.9749279121818236,-0.2225209339563146,-0.2588190451025215,0.965925826289068
3.7,1520.0,17.2,1217.0,409.0,552.0,103.0,1812.0,1357.0,24.7,56.9,1.7438,2.0,1.2,2.3,1.3,3.4,1.5,2.2,2.8666666666666667,1.1930353445448834,3.183333333333332,1.1686174167222827,3.091666666666667,0.9346446415941226,6,10,0,-0.7818314824680299,0.6234898018587334,0.0,1.0
2.0,1203.0,11.9,1046.0,223.0,621.0,74.0,1664.0,1103.0,23.9,59.2,1.7327,1.4,1.3,1.6,1.4,3.7,3.4,1.5,3.033333333333333,0.9073771725877444,2.7166666666666655,0.9282600210429516,2.983333333333333,0.9824212513741316,6,10,1,-0.7818314824680299,0.6234898018587334,0.2588190451025207,0.9659258262890684
1.4,1096.0,8.1,903.0,107.0,732.0,52.0,1560.0,857.0,23.8,60.2,1.7515,1.1,1.1,1.3,0.5,2.0,3.7,3.4,2.3666666666666667,1.1930353445448834,2.366666666666666,0.9688481133111942,2.9416666666666664,1.041378748088176,6,10,2,-0.7818314824680299,0.6234898018587334,0.4999999999999999,0.8660254037844387
1.1,991.0,4.9,759.0,107.0,845.0,52.0,1440.0,658.0,23.5,61.3,1.7538,1.1,1.0,1.8,0.4,1.4,2.0,3.7,1.5,0.458257569495577,2.183333333333332,1.1016654059498556,2.8166666666666664,1.168396985254376,6,10,3,-0.7818314824680299,0.6234898018587334,0.7071067811865475,0.7071067811865476
1.1,941.0,3.6,686.0,50.0,942.0,38.0,1406.0,549.0,22.8,64.0,1.7507,0.7,1.2,1.7,0.4,1.1,1.4,2.0,1.5,0.458257569495577,2.183333333333332,1.1016654059498556,2.8166666666666664,1.168396985254376,6,10,4,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001
0.7,952.0,3.7,695.0,56.0,910.0,39.0,1429.0,627.0,22.2,65.6,1.7355,1.2,1.9,1.8,0.6,1.1,1.1,1.4,1.5,0.458257569495577,2.183333333333332,1.1016654059498556,2.8166666666666664,1.168396985254376,6,10,5,-0.7818314824680299,0.6234898018587334,0.9659258262890684,0.2588190451025207
1.2,1082.0,6.3,825.0,163.0,753.0,59.0,1526.0,930.0,21.3,69.1,1.7275,1.3,2.3,2.0,1.1,0.7,1.1,1.1,1.5,0.458257569495577,2.183333333333332,1.1016654059498556,2.8166666666666664,1.168396985254376,6,10,6,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17
1.3,1095.0,7.7,886.0,187.0,705.0,56.0,1574.0,1001.0,21.3,68.2,1.7127,1.1,1.6,2.2,2.9,1.2,0.7,1.1,1.0666666666666669,0.321455025366421,2.183333333333332,1.1016654059498556,2.8166666666666664,1.168396985254376,6,10,7,-0.7818314824680299,0.6234898018587334,0.9659258262890684,-0.2588190451025206
1.1,1049.0,6.3,826.0,150.0,765.0,51.0,1521.0,917.0,22.2,65.2,1.7256,1.0,1.3,1.6,3.5,1.3,1.2,0.7,1.2,0.0999999999999661,2.183333333333332,1.1016654059498556,2.8166666666666664,1.168396985254376,6,10,8,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998
1.0,1055.0,5.6,795.0,103.0,807.0,51.0,1494.0,834.0,24.1,59.0,1.7449,1.2,1.8,1.3,4.6,1.1,1.3,1.2,1.1333333333333335,0.1527525231651721,2.183333333333332,1.1016654059498556,2.8166666666666664,1.168396985254376,6,10,9,-0.7818314824680299,0.6234898018587334,0.7071067811865476,-0.7071067811865475
1.2,1074.0,5.1,767.0,143.0,814.0,58.0,1489.0,796.0,24.3,61.6,1.8468,1.9,1.7,1.5,3.4,1.0,1.1,1.3,1.1,0.0999999999999652,1.083333333333332,0.2136976056643097,2.8166666666666664,1.168396985254376,6,10,10,-0.7818314824680299,0.6234898018587334,0.4999999999999999,-0.8660254037844387
