CO(GT),NOx(GT),NO2(GT),C6H6(GT)
4.6,337.0,182.0,24.2
3.3,280.0,183.0,16.6
2.1,169.0,144.0,13.2
1.9,126.0,118.0,12.3
1.9,108.0,106.0,12.1
1.6,93.0,97.0,11.1
2.0,112.0,129.0,13.1
1.8,110.0,130.0,11.6
2.9,188.0,163.0,17.7
3.4,203.0,160.0,19.5
3.1,167.0,140.0,19.7
2.5,116.0,115.0,15.1
1.8,89.0,92.0,11.1
1.8,103.0,99.0,11.7
2.0,100.0,96.0,11.7
1.5,86.0,80.0,9.7
0.8,52.0,65.0,6.0
0.4,27.0,46.0,3.9
0.3,27.0,46.0,2.6
0.3,35.0,57.0,2.8
0.5,42.0,54.0,3.0
0.7,57.0,62.0,5.4
3.4,228.0,102.0,23.5
5.7,350.0,140.0,33.5
3.2,232.0,121.0,15.5
2.7,206.0,132.0,15.3
2.1,159.0,122.0,12.8
2.8,184.0,148.0,15.2
2.5,136.0,133.0,15.7
2.1,124.0,130.0,12.3
2.5,133.0,141.0,15.3
2.7,156.0,172.0,17.6
3.7,200.0,198.0,21.5
3.7,202.0,181.0,23.2
4.6,286.0,202.0,25.6
2.6,141.0,120.0,14.3
2.5,117.0,115.0,14.4
2.3,110.0,112.0,12.6
2.2,100.0,97.0,13.7
2.5,112.0,100.0,13.1
0.9,35.0,47.0,6.1
0.8,33.0,44.0,5.8
0.7,33.0,44.0,3.7
0.5,28.0,42.0,2.6
0.7,49.0,57.0,4.6
0.9,81.0,61.0,7.4
2.2,178.0,106.0,15.2
2.8,223.0,136.0,16.7
2.9,290.0,157.0,17.0
2.9,274.0,171.0,18.0
3.0,278.0,190.0,16.1
2.5,152.0,155.0,13.4
2.3,118.0,139.0,14.0
2.1,141.0,152.0,13.4
1.9,131.0,143.0,10.4
2.3,171.0,168.0,12.7
4.2,287.0,226.0,24.5
4.9,267.0,207.0,27.8
4.9,280.0,197.0,23.3
3.5,224.0,158.0,17.6
2.5,137.0,124.0,14.5
2.5,118.0,110.0,14.4
2.6,128.0,112.0,14.2
2.3,111.0,102.0,12.9
1.5,66.0,77.0,9.9
0.9,36.0,50.0,5.1
0.6,36.0,50.0,2.8
0.6,31.0,40.0,3.2
0.8,75.0,66.0,5.4
0.9,66.0,60.0,6.4
2.4,154.0,85.0,17.1
3.9,239.0,120.0,22.3
2.9,246.0,134.0,14.6
2.7,261.0,149.0,13.3
2.0,179.0,125.0,10.5
2.4,159.0,132.0,14.2
2.0,111.0,114.0,12.2
1.8,101.0,110.0,10.1
1.9,118.0,121.0,11.7
1.8,120.0,127.0,10.9
2.9,177.0,157.0,17.3
3.3,186.0,169.0,18.0
4.4,235.0,179.0,22.9
3.4,195.0,149.0,16.5
1.9,106.0,111.0,10.2
2.1,107.0,112.0,11.6
2.5,134.0,120.0,14.3
2.3,117.0,105.0,13.3
1.7,83.0,90.0,10.0
1.5,77.0,87.0,7.6
0.8,77.0,87.0,3.4
0.8,37.0,54.0,3.3
0.5,50.0,61.0,2.9
0.8,60.0,63.0,5.6
2.6,179.0,102.0,17.5
4.9,300.0,149.0,29.0
2.9,263.0,147.0,17.0
2.8,265.0,158.0,15.6
1.8,164.0,112.0,10.1
1.8,122.0,108.0,11.7
1.9,125.0,120.0,12.0
1.7,125.0,117.0,11.0
1.7,115.0,119.0,11.2
1.9,162.0,149.0,10.5
2.1,149.0,174.0,11.8
2.4,161.0,163.0,13.8
3.0,201.0,161.0,17.3
2.8,209.0,154.0,14.2
1.9,133.0,124.0,10.7
2.1,133.0,122.0,12.7
1.8,134.0,119.0,10.1
2.5,164.0,131.0,13.1
1.1,72.0,84.0,7.4
0.7,50.0,77.0,4.6
0.7,50.0,77.0,4.7
0.4,27.0,41.0,2.8
0.7,74.0,68.0,4.5
0.7,69.0,69.0,5.9
1.8,162.0,101.0,11.1
2.3,208.0,120.0,14.4
1.9,168.0,124.0,11.1
1.7,139.0,113.0,9.9
1.3,104.0,97.0,8.8
1.5,99.0,94.0,9.9
1.3,89.0,86.0,7.4
0.8,57.0,70.0,6.1
0.8,64.0,70.0,6.2
1.1,65.0,82.0,7.1
1.2,79.0,93.0,8.0
1.2,80.0,89.0,7.3
1.4,81.0,90.0,8.7
1.1,59.0,67.0,7.5
1.5,90.0,94.0,9.0
2.0,122.0,109.0,11.6
1.9,120.0,103.0,10.2
2.2,126.0,101.0,12.3
1.1,68.0,71.0,6.4
1.1,65.0,71.0,7.2
0.8,65.0,71.0,6.1
0.6,38.0,49.0,4.3
0.6,31.0,43.0,3.8
0.6,40.0,44.0,4.0
0.6,36.0,42.0,4.2
1.1,64.0,69.0,6.1
1.0,56.0,65.0,6.0
1.0,56.0,68.0,5.9
1.0,43.0,58.0,5.4
0.8,40.0,52.0,4.9
0.7,34.0,46.0,3.9
0.4,28.0,40.0,3.2
0.5,32.0,47.0,4.1
0.6,39.0,56.0,4.0
0.7,52.0,64.0,4.8
0.9,60.0,71.0,5.5
1.6,104.0,103.0,9.1
1.6,102.0,97.0,9.1
1.7,120.0,108.0,10.1
1.3,89.0,87.0,7.4
1.9,121.0,104.0,9.9
1.5,107.0,93.0,9.0
0.6,41.0,55.0,3.7
0.4,34.0,49.0,3.0
0.3,34.0,49.0,2.5
0.3,41.0,56.0,2.6
0.4,38.0,43.0,2.4
0.7,59.0,57.0,5.6
2.0,165.0,80.0,14.3
3.9,287.0,134.0,27.7
3.6,317.0,157.0,19.1
3.2,330.0,175.0,15.9
2.2,204.0,147.0,12.3
2.2,189.0,140.0,12.2
2.1,165.0,137.0,11.7
1.8,139.0,123.0,10.4
2.0,156.0,138.0,12.7
1.8,130.0,132.0,11.1
3.0,173.0,174.0,19.0
4.3,302.0,203.0,24.1
3.5,239.0,176.0,19.1
2.5,139.0,125.0,13.6
1.8,92.0,98.0,10.7
1.9,104.0,103.0,11.3
1.9,108.0,104.0,9.6
1.9,107.0,105.0,9.8
0.9,55.0,75.0,4.9
0.7,43.0,60.0,4.1
0.6,43.0,60.0,3.3
0.4,23.0,36.0,2.2
0.7,65.0,66.0,4.6
1.6,165.0,97.0,10.2
3.8,274.0,115.0,23.3
5.1,369.0,145.0,31.0
3.4,308.0,162.0,17.6
2.6,227.0,147.0,14.3
2.2,178.0,132.0,13.7
3.4,267.0,179.0,19.3
3.4,278.0,174.0,19.3
1.8,165.0,132.0,11.3
2.0,172.0,151.0,12.7
2.4,216.0,168.0,15.3
3.8,306.0,192.0,22.5
4.4,317.0,194.0,25.0
3.9,251.0,155.0,21.1
4.0,230.0,159.0,23.8
2.5,154.0,125.0,14.9
2.1,137.0,108.0,12.8
2.4,133.0,110.0,14.3
2.1,117.0,99.0,14.3
1.6,106.0,95.0,9.2
0.8,55.0,69.0,5.1
0.5,55.0,69.0,3.0
0.4,27.0,45.0,2.6
0.5,46.0,53.0,4.0
1.3,144.0,88.0,9.9
4.1,392.0,136.0,27.3
4.1,358.0,141.0,27.9
4.0,381.0,189.0,24.5
2.2,261.0,166.0,14.2
2.0,207.0,154.0,11.9
2.0,155.0,149.0,13.1
2.2,193.0,142.0,15.1
2.2,195.0,130.0,14.1
1.8,159.0,121.0,11.3
1.8,120.0,116.0,10.8
3.3,228.0,177.0,21.5
4.3,348.0,233.0,21.8
5.3,337.0,223.0,29.8
4.3,282.0,184.0,22.5
3.6,228.0,165.0,21.8
2.4,168.0,132.0,17.1
2.1,173.0,122.0,15.4
1.2,87.0,88.0,10.2
0.9,65.0,79.0,7.2
0.6,43.0,60.0,5.8
0.5,43.0,60.0,4.2
0.5,43.0,60.0,5.1
0.6,66.0,74.0,5.4
0.6,57.0,62.0,6.2
2.2,231.0,115.0,16.9
3.2,219.0,119.0,23.2
3.0,288.0,155.0,18.0
2.7,312.0,162.0,17.6
3.2,361.0,189.0,20.3
1.4,147.0,115.0,10.6
1.3,111.0,109.0,9.9
1.4,98.0,108.0,10.7
2.1,156.0,145.0,16.5
2.4,213.0,167.0,16.9
3.1,250.0,200.0,20.5
3.5,253.0,178.0,19.4
5.1,317.0,206.0,30.0
4.5,309.0,192.0,24.6
2.9,201.0,137.0,16.9
2.6,173.0,128.0,15.8
2.7,156.0,121.0,16.6
3.2,190.0,136.0,19.5
2.3,129.0,109.0,16.6
1.0,65.0,74.0,6.2
0.5,65.0,74.0,2.7
0.4,29.0,40.0,2.3
0.6,58.0,61.0,3.9
1.0,92.0,83.0,7.2
2.9,228.0,129.0,18.1
2.7,172.0,129.0,15.1
1.8,154.0,115.0,9.7
1.8,166.0,130.0,9.4
1.7,149.0,137.0,9.6
1.5,111.0,116.0,9.5
1.7,145.0,129.0,9.6
1.3,105.0,117.0,9.6
1.5,113.0,138.0,10.3
1.5,115.0,139.0,10.2
2.3,202.0,180.0,14.0
2.2,180.0,162.0,14.0
2.8,190.0,158.0,16.6
2.7,207.0,162.0,13.6
1.7,113.0,112.0,10.2
1.5,98.0,104.0,9.5
2.3,152.0,125.0,11.8
2.3,161.0,127.0,13.0
1.5,91.0,95.0,9.6
1.0,57.0,70.0,6.7
0.5,57.0,70.0,2.9
0.3,22.0,33.0,2.6
0.4,41.0,45.0,4.0
0.5,53.0,56.0,4.3
0.9,92.0,74.0,5.9
1.1,91.0,84.0,6.8
1.4,89.0,93.0,8.8
1.1,81.0,97.0,6.7
0.9,66.0,83.0,6.4
0.8,53.0,71.0,6.0
0.8,61.0,78.0,6.0
0.6,48.0,62.0,5.0
0.6,39.0,54.0,4.4
0.5,41.0,59.0,4.4
0.7,48.0,69.0,5.5
0.8,50.0,67.0,5.8
0.9,51.0,58.0,5.3
1.3,70.0,77.0,8.0
1.3,89.0,94.0,7.2
1.4,100.0,97.0,8.0
1.9,139.0,110.0,10.4
2.3,176.0,116.0,11.6
1.0,71.0,74.0,6.4
0.5,37.0,51.0,4.1
1.0,37.0,51.0,6.4
0.4,30.0,40.0,2.7
0.3,29.0,36.0,2.6
0.2,25.0,35.0,2.3
0.4,40.0,48.0,3.1
0.3,32.0,38.0,3.1
0.6,43.0,54.0,4.0
0.6,44.0,57.0,4.6
0.6,35.0,54.0,3.9
0.5,32.0,46.0,3.8
0.4,21.0,36.0,2.8
0.2,10.0,19.0,2.5
0.4,22.0,34.0,3.0
0.6,46.0,63.0,4.7
0.9,66.0,86.0,5.0
0.7,49.0,65.0,4.5
1.2,86.0,101.0,7.7
1.6,111.0,116.0,9.7
1.8,143.0,124.0,11.0
2.4,184.0,136.0,11.8
1.5,134.0,108.0,8.7
0.9,78.0,82.0,7.5
0.8,50.0,68.0,5.7
0.2,13.0,22.0,2.0
0.1,13.0,22.0,1.4
0.1,24.0,34.0,1.8
0.5,43.0,43.0,3.3
1.4,146.0,84.0,9.4
3.3,333.0,108.0,21.1
3.6,298.0,112.0,17.2
1.7,178.0,104.0,8.5
1.5,177.0,107.0,6.8
1.6,172.0,102.0,7.4
2.1,183.0,104.0,12.1
2.1,164.0,96.0,9.6
1.6,122.0,80.0,7.4
1.3,105.0,72.0,6.4
1.6,144.0,106.0,8.3
3.1,220.0,119.0,14.0
3.3,207.0,119.0,15.3
3.4,210.0,128.0,15.4
2.8,175.0,112.0,10.9
1.5,117.0,95.0,7.5
1.3,93.0,85.0,5.2
1.6,118.0,101.0,7.1
1.5,132.0,94.0,7.6
1.0,88.0,76.0,5.0
0.5,43.0,50.0,2.0
0.4,43.0,50.0,1.5
0.6,44.0,51.0,2.5
0.7,50.0,42.0,3.3
1.3,101.0,62.0,7.3
4.0,339.0,111.0,23.8
5.0,379.0,129.0,27.6
3.6,321.0,135.0,16.7
2.8,272.0,139.0,14.3
2.6,278.0,134.0,13.3
2.7,253.0,141.0,14.5
2.3,187.0,112.0,11.5
2.0,149.0,105.0,10.8
1.3,89.0,72.0,6.4
1.7,124.0,90.0,8.8
2.8,206.0,126.0,14.3
3.8,241.0,154.0,19.4
4.9,303.0,173.0,27.1
4.3,294.0,162.0,19.7
2.6,203.0,128.0,13.6
2.4,176.0,120.0,12.1
1.9,155.0,111.0,11.0
1.4,108.0,89.0,8.8
1.1,72.0,69.0,6.7
0.9,65.0,70.0,6.3
0.7,65.0,70.0,4.1
0.5,39.0,59.0,2.9
0.8,79.0,73.0,5.0
1.3,140.0,89.0,9.9
4.7,427.0,142.0,27.5
4.6,366.0,145.0,30.4
3.7,311.0,156.0,19.8
2.8,275.0,148.0,15.7
1.8,195.0,122.0,11.3
1.9,144.0,106.0,12.6
2.0,162.0,106.0,11.9
2.0,200.0,127.0,14.4
2.1,176.0,113.0,12.4
2.1,203.0,136.0,11.7
3.2,237.0,153.0,18.4
4.0,263.0,172.0,22.9
4.6,300.0,190.0,25.0
3.0,189.0,160.0,15.5
2.9,185.0,159.0,16.7
1.9,134.0,123.0,11.2
1.4,96.0,101.0,9.0
2.1,122.0,116.0,12.1
1.2,64.0,80.0,8.9
0.6,30.0,51.0,3.7
0.4,30.0,51.0,3.1
0.4,23.0,37.0,2.5
0.4,36.0,46.0,3.1
0.7,58.0,64.0,5.7
2.3,168.0,108.0,15.6
4.0,306.0,151.0,25.2
2.8,231.0,153.0,15.4
1.6,157.0,116.0,8.4
1.6,132.0,116.0,8.0
2.0,136.0,130.0,12.1
2.0,127.0,131.0,12.6
1.7,125.0,131.0,10.6
2.0,138.0,135.0,12.6
2.2,163.0,152.0,14.3
3.2,259.0,198.0,20.3
3.6,236.0,183.0,20.5
3.8,245.0,175.0,22.1
4.8,344.0,193.0,23.8
2.8,188.0,140.0,14.7
2.6,149.0,128.0,15.1
1.9,102.0,100.0,10.8
1.7,99.0,97.0,10.2
1.0,48.0,67.0,6.5
0.7,36.0,58.0,3.9
0.5,36.0,58.0,2.8
0.4,30.0,45.0,2.1
0.6,56.0,62.0,3.4
0.7,51.0,59.0,4.7
2.4,172.0,102.0,15.8
4.4,316.0,154.0,26.6
3.1,269.0,157.0,14.8
2.0,196.0,138.0,9.3
2.1,206.0,142.0,12.0
2.1,156.0,125.0,10.9
2.1,120.0,120.0,11.9
2.2,161.0,150.0,13.2
1.6,114.0,120.0,8.9
2.4,191.0,173.0,13.0
3.3,236.0,187.0,18.2
4.0,287.0,206.0,23.7
4.1,266.0,187.0,21.6
4.2,274.0,170.0,21.6
2.9,196.0,149.0,16.5
2.3,144.0,124.0,12.3
2.2,142.0,119.0,13.6
2.1,124.0,108.0,12.8
1.6,93.0,93.0,9.4
1.2,71.0,77.0,8.3
1.2,71.0,77.0,6.7
0.9,56.0,76.0,4.6
0.6,46.0,58.0,3.6
0.7,51.0,63.0,5.0
1.3,83.0,75.0,8.2
2.0,175.0,111.0,10.7
1.9,148.0,116.0,10.3
2.2,167.0,138.0,12.9
1.9,120.0,117.0,11.0
1.5,78.0,94.0,8.3
1.4,76.0,91.0,8.2
1.0,45.0,60.0,5.2
1.0,54.0,66.0,4.6
1.4,70.0,87.0,7.2
1.6,87.0,106.0,9.4
1.6,69.0,94.0,8.0
2.1,95.0,112.0,10.7
2.0,107.0,120.0,9.6
1.9,88.0,106.0,8.7
2.3,100.0,112.0,11.6
2.4,125.0,120.0,11.8
2.2,132.0,114.0,10.5
1.2,57.0,70.0,5.5
1.1,46.0,64.0,5.5
0.8,46.0,64.0,3.8
0.8,34.0,55.0,2.9
0.6,33.0,50.0,3.4
0.7,50.0,62.0,4.1
0.4,39.0,53.0,4.1
0.6,84.0,85.0,4.7
0.9,93.0,102.0,7.1
0.9,82.0,97.0,7.4
0.8,73.0,91.0,7.3
0.4,43.0,62.0,4.2
0.3,39.0,57.0,4.1
0.1,27.0,40.0,3.8
0.5,46.0,60.0,5.8
0.4,53.0,70.0,5.6
0.3,38.0,53.0,4.8
0.4,39.0,54.0,5.3
0.6,49.0,58.0,6.1
0.8,68.0,73.0,7.4
1.2,102.0,99.0,9.0
1.6,123.0,102.0,11.7
1.2,106.0,101.0,11.0
0.5,66.0,77.0,6.0
0.3,43.0,55.0,4.3
0.1,33.0,51.0,2.8
0.1,33.0,51.0,2.3
0.1,33.0,50.0,2.9
0.3,75.0,75.0,4.1
0.8,111.0,89.0,8.3
2.3,250.0,112.0,16.6
3.4,313.0,142.0,25.6
2.5,263.0,145.0,17.7
2.4,282.0,165.0,16.2
2.1,226.0,159.0,15.1
2.1,176.0,159.0,14.3
2.1,120.0,131.0,10.8
2.1,96.0,123.0,10.1
2.1,115.0,129.0,10.9
2.1,108.0,126.0,11.0
2.1,142.0,149.0,16.8
2.1,219.0,200.0,20.7
2.1,193.0,174.0,19.5
2.1,128.0,131.0,14.6
2.1,127.0,135.0,14.3
2.1,132.0,134.0,15.9
2.1,77.0,96.0,10.3
2.1,72.0,94.0,8.8
2.1,57.0,79.0,6.8
2.1,56.0,79.0,6.3
2.1,56.0,79.0,3.9
2.1,64.0,89.0,4.1
2.1,52.0,69.0,4.7
2.1,122.0,91.0,9.9
2.1,314.0,135.0,24.8
2.1,395.0,166.0,37.3
2.1,357.0,189.0,26.2
2.1,308.0,193.0,21.6
2.1,184.0,164.0,16.1
2.1,128.0,139.0,13.0
2.1,125.0,130.0,13.4
2.1,135.0,129.0,13.7
2.1,158.0,132.0,14.0
2.1,106.0,101.0,10.4
2.1,163.0,145.0,17.5
2.1,143.0,133.0,12.9
2.1,96.0,110.0,14.9
2.1,127.0,126.0,15.5
2.1,95.0,102.0,11.2
2.1,104.0,104.0,14.3
2.1,131.0,112.0,14.2
2.1,92.0,89.0,10.0
2.1,53.0,67.0,7.6
2.1,45.0,63.0,5.8
2.1,45.0,63.0,3.1
2.1,19.0,34.0,2.7
2.1,75.0,73.0,5.4
2.1,84.0,76.0,7.3
2.1,160.0,102.0,18.4
2.1,286.0,140.0,27.7
2.1,212.0,150.0,16.9
2.1,279.0,194.0,22.1
2.1,207.0,162.0,17.0
2.1,140.0,138.0,12.4
2.1,110.0,123.0,11.5
2.1,67.0,86.0,7.5
2.1,98.0,107.0,10.3
2.1,97.0,106.0,10.2
2.1,87.0,99.0,11.5
4.1,124.0,140.0,17.0
3.8,165.0,163.0,21.5
3.4,164.0,144.0,18.6
2.9,122.0,120.0,15.3
3.1,134.0,120.0,17.0
3.5,121.0,106.0,14.4
2.4,112.0,95.0,13.6
1.6,62.0,70.0,9.6
1.3,50.0,67.0,6.4
0.9,50.0,67.0,4.8
1.0,72.0,70.0,5.4
0.8,48.0,50.0,4.1
1.1,58.0,60.0,6.3
4.4,306.0,127.0,26.9
4.4,351.0,149.0,35.6
4.4,252.0,158.0,17.5
3.3,266.0,190.0,19.9
2.1,159.0,127.0,12.6
2.1,144.0,130.0,14.0
2.0,117.0,125.0,12.2
1.5,108.0,113.0,11.1
2.1,153.0,143.0,14.3
2.3,166.0,157.0,15.1
2.8,179.0,170.0,18.6
3.6,225.0,187.0,22.0
4.0,261.0,181.0,23.0
3.7,228.0,158.0,21.1
2.5,137.0,112.0,15.0
2.3,116.0,100.0,13.6
2.5,143.0,105.0,14.6
2.7,157.0,107.0,16.3
1.3,72.0,72.0,8.8
0.8,42.0,59.0,6.0
0.9,42.0,59.0,5.5
0.5,34.0,55.0,3.9
0.8,74.0,70.0,5.8
1.0,75.0,59.0,8.2
2.9,199.0,95.0,20.1
3.8,262.0,120.0,25.5
3.5,236.0,133.0,21.6
2.4,186.0,133.0,15.5
1.8,132.0,120.0,11.2
2.1,140.0,132.0,15.4
2.1,143.0,135.0,14.6
1.5,99.0,121.0,12.5
1.5,107.0,123.0,12.3
1.8,130.0,129.0,13.2
2.1,133.0,129.0,14.7
3.0,188.0,156.0,19.9
2.8,155.0,131.0,19.1
2.5,154.0,115.0,14.8
1.4,95.0,79.0,8.6
1.7,110.0,86.0,11.0
1.8,116.0,91.0,13.0
2.4,153.0,99.0,15.2
1.9,111.0,83.0,12.1
1.4,79.0,74.0,9.9
0.8,79.0,74.0,6.0
0.7,47.0,64.0,6.3
0.8,61.0,61.0,5.5
0.7,56.0,62.0,5.8
1.0,69.0,65.0,8.1
1.7,109.0,79.0,10.0
1.9,111.0,90.0,9.9
2.3,150.0,116.0,13.1
1.7,87.0,89.0,9.2
1.3,64.0,68.0,6.7
1.2,47.0,53.0,6.5
0.8,34.0,34.0,3.4
0.9,37.0,38.0,3.8
1.1,49.0,53.0,5.2
1.2,54.0,62.0,6.0
1.3,70.0,82.0,6.0
1.4,76.0,88.0,5.6
1.2,59.0,70.0,4.4
0.9,44.0,53.0,3.7
1.1,47.0,57.0,5.0
1.5,71.0,73.0,7.1
1.7,90.0,83.0,7.9
0.9,45.0,52.0,3.7
0.7,44.0,52.0,3.6
0.4,44.0,52.0,2.1
0.4,15.0,26.0,2.0
0.3,10.0,17.0,1.3
0.4,19.0,28.0,1.7
0.4,20.0,29.0,1.5
0.5,30.0,37.0,1.6
0.5,24.0,31.0,1.7
0.7,35.0,46.0,2.7
0.9,48.0,66.0,3.6
0.8,41.0,54.0,3.0
0.8,37.0,50.0,2.9
0.7,32.0,44.0,2.5
0.8,43.0,52.0,3.1
0.7,28.0,37.0,2.3
0.8,38.0,51.0,3.0
1.2,72.0,78.0,4.0
1.6,89.0,90.0,6.3
1.6,103.0,110.0,6.6
1.5,77.0,86.0,7.3
1.5,84.0,88.0,6.8
1.5,82.0,91.0,6.3
1.5,81.0,93.0,5.9
1.2,50.0,68.0,4.8
0.8,30.0,48.0,2.9
0.8,30.0,48.0,2.2
0.8,14.0,22.0,1.8
0.8,51.0,59.0,2.5
0.8,120.0,102.0,6.8
0.8,180.0,116.0,11.2
0.8,168.0,109.0,9.7
0.8,111.0,98.0,7.2
0.8,111.0,97.0,6.8
0.8,97.0,97.0,8.1
0.8,90.0,90.0,8.3
0.8,87.0,92.0,8.6
0.8,67.0,76.0,5.3
0.8,84.0,97.0,8.1
0.8,86.0,101.0,8.2
0.8,124.0,118.0,12.0
0.8,144.0,129.0,17.6
0.8,130.0,131.0,14.5
0.8,122.0,130.0,11.8
0.8,82.0,106.0,9.4
0.8,62.0,92.0,7.0
0.8,65.0,97.0,8.0
0.8,52.0,80.0,6.0
0.8,22.0,40.0,4.3
0.8,27.0,49.0,4.1
0.8,27.0,49.0,2.0
0.8,29.0,46.0,2.4
0.8,29.0,37.0,2.7
0.8,135.0,92.0,6.9
0.8,181.0,115.0,9.2
0.8,119.0,102.0,9.6
0.8,116.0,104.0,9.1
0.8,143.0,109.0,9.3
0.8,126.0,108.0,8.5
0.8,94.0,90.0,6.9
0.8,96.0,81.0,6.9
0.8,90.0,87.0,6.4
0.8,93.0,82.0,6.2
0.8,101.0,99.0,7.3
0.8,123.0,119.0,10.7
0.8,136.0,128.0,11.9
0.8,109.0,111.0,10.6
0.8,124.0,114.0,9.3
0.8,82.0,100.0,6.7
0.8,69.0,88.0,7.2
0.8,60.0,78.0,5.9
0.8,90.0,101.0,8.7
0.8,58.0,77.0,6.8
0.8,53.0,78.0,3.8
0.8,53.0,78.0,2.2
0.8,45.0,65.0,3.2
0.8,61.0,74.0,3.9
0.8,76.0,83.0,6.3
0.8,144.0,96.0,13.6
0.8,221.0,120.0,26.7
0.8,282.0,147.0,22.8
0.8,235.0,148.0,16.2
0.8,113.0,91.0,10.4
0.8,93.0,94.0,11.3
0.8,88.0,95.0,9.6
0.8,87.0,92.0,7.8
0.8,109.0,113.0,10.7
0.8,106.0,111.0,10.8
0.8,182.0,166.0,17.3
0.8,182.0,166.0,17.7
0.8,144.0,143.0,15.5
0.8,144.0,131.0,13.6
0.8,84.0,102.0,9.6
0.8,74.0,94.0,9.5
0.8,80.0,96.0,8.5
0.8,78.0,88.0,9.0
0.8,50.0,72.0,7.8
0.8,18.0,33.0,2.6
0.8,18.0,33.0,2.4
0.8,21.0,33.0,1.9
0.8,62.0,60.0,3.7
0.8,74.0,72.0,7.1
0.8,171.0,97.0,16.6
0.8,287.0,136.0,26.6
0.8,230.0,140.0,17.9
0.8,261.0,171.0,17.9
0.8,178.0,150.0,14.0
0.8,116.0,117.0,10.1
0.8,96.0,106.0,9.5
0.8,83.0,95.0,7.1
0.8,120.0,137.0,12.3
0.8,108.0,129.0,11.7
0.8,115.0,135.0,12.8
0.8,102.0,127.0,14.0
0.8,118.0,122.0,13.9
0.8,107.0,118.0,11.7
0.8,129.0,135.0,13.8
0.8,133.0,134.0,14.8
0.8,98.0,105.0,11.9
0.8,110.0,104.0,11.1
0.8,62.0,81.0,8.0
0.8,55.0,69.0,5.6
0.8,55.0,69.0,7.1
0.8,35.0,51.0,3.5
0.8,52.0,52.0,4.1
0.8,36.0,48.0,4.9
0.8,182.0,105.0,19.4
0.8,297.0,150.0,26.3
0.8,237.0,160.0,22.0
0.8,235.0,167.0,18.1
0.8,158.0,141.0,12.1
0.8,89.0,104.0,9.4
0.8,80.0,101.0,10.1
0.8,93.0,118.0,10.5
0.8,96.0,121.0,10.8
0.8,98.0,124.0,9.6
0.8,104.0,127.0,13.0
0.8,121.0,137.0,15.5
0.8,116.0,137.0,16.5
0.8,121.0,135.0,14.5
0.8,114.0,118.0,13.2
0.8,112.0,111.0,14.8
0.8,81.0,85.0,10.7
0.8,220.0,158.0,10.7
0.8,81.0,77.0,6.4
0.8,43.0,56.0,5.5
0.8,43.0,56.0,5.2
0.8,26.0,37.0,3.9
0.8,40.0,49.0,4.7
1.2,72.0,71.0,7.3
1.0,68.0,71.0,6.4
1.5,89.0,86.0,9.2
2.8,151.0,125.0,12.5
3.4,215.0,160.0,15.7
3.3,196.0,174.0,15.9
2.9,161.0,146.0,14.6
2.2,120.0,127.0,11.7
1.6,88.0,114.0,7.4
0.9,38.0,65.0,6.1
1.1,47.0,77.0,6.9
1.0,40.0,68.0,6.2
1.3,58.0,92.0,8.1
1.6,71.0,104.0,10.2
1.8,90.0,114.0,10.7
2.2,95.0,105.0,13.0
1.8,85.0,85.0,11.4
2.3,119.0,92.0,13.3
2.0,106.0,82.0,11.2
1.8,77.0,70.0,9.8
0.9,28.0,40.0,6.2
0.5,28.0,40.0,3.6
0.6,21.0,26.0,4.0
0.4,17.0,21.0,2.6
0.4,24.0,30.0,2.6
0.4,19.0,21.0,2.9
0.8,39.0,35.0,4.2
0.8,46.0,36.0,5.5
0.9,53.0,48.0,5.8
0.7,32.0,39.0,4.5
0.6,30.0,34.0,4.3
0.5,24.0,33.0,3.5
0.6,34.0,42.0,3.5
0.7,63.0,85.0,3.9
0.9,69.0,92.0,4.7
0.9,61.0,84.0,5.3
1.2,73.0,100.0,6.4
1.4,75.0,95.0,8.0
1.5,69.0,77.0,9.2
1.7,71.0,85.0,9.1
1.7,73.0,83.0,9.1
1.7,86.0,88.0,9.5
1.9,65.0,68.0,9.1
1.2,74.0,97.0,5.0
0.7,45.0,51.0,3.7
0.3,45.0,51.0,2.2
0.2,2.0,5.0,1.6
0.4,29.0,35.0,2.7
0.8,42.0,56.0,5.6
1.9,146.0,110.0,13.0
1.9,146.0,110.0,17.8
1.9,163.0,124.0,11.5
1.9,144.0,115.0,11.1
1.9,125.0,119.0,11.0
1.7,90.0,107.0,10.7
1.4,76.0,99.0,8.5
1.2,73.0,95.0,8.7
1.4,73.0,105.0,9.4
1.4,80.0,117.0,9.5
1.9,121.0,157.0,12.9
2.2,129.0,173.0,13.7
1.9,103.0,139.0,12.2
1.7,87.0,116.0,11.8
1.2,58.0,91.0,9.9
0.3,64.0,98.0,10.7
0.1,58.0,93.0,9.4
0.1,44.0,74.0,8.1
0.1,28.0,50.0,6.6
0.1,19.0,36.0,3.3
0.1,19.0,36.0,1.7
0.1,48.0,55.0,2.3
0.1,77.0,86.0,2.5
0.1,110.0,137.0,3.2
0.1,282.0,140.0,19.3
0.1,275.0,142.0,21.3
0.1,253.0,185.0,17.2
0.1,211.0,173.0,15.2
0.1,176.0,158.0,10.6
0.1,153.0,127.0,12.3
0.1,144.0,111.0,10.5
0.1,127.0,114.0,9.3
0.1,112.0,109.0,9.3
0.1,112.0,109.0,11.0
0.1,148.0,137.0,12.1
